f,S21
179,0.999719267
180,0.999714596
181,0.999709884
182,0.99970513
183,0.999700334
184,0.999695497
185,0.999690618
186,0.999685698
187,0.999680736
188,0.999675733
189,0.999670688
190,0.999665602
191,0.999660475
192,0.999655307
193,0.999650097
194,0.999644847
195,0.999639555
196,0.999634223
197,0.99962885
198,0.999623436
199,0.999617982
200,0.999612487
201,0.999606952
202,0.999601376
203,0.99959576
204,0.999590104
205,0.999584408
206,0.999578671
207,0.999572895
208,0.999567079
209,0.999561224
210,0.999555328
211,0.999549393
212,0.999543419
213,0.999537405
214,0.999531353
215,0.999525261
216,0.99951913
217,0.99951296
218,0.999506752
219,0.999500504
220,0.999494219
221,0.999487894
222,0.999481532
223,0.999475131
224,0.999468692
225,0.999462215
226,0.999455701
227,0.999449148
228,0.999442558
229,0.99943593
230,0.999429265
231,0.999422563
232,0.999415824
233,0.999409048
234,0.999402234
235,0.999395384
236,0.999388498
237,0.999381574
238,0.999374615
239,0.999367619
240,0.999360587
241,0.999353519
242,0.999346416
243,0.999339276
244,0.999332101
245,0.999324891
246,0.999317645
247,0.999310364
248,0.999303048
249,0.999295697
250,0.999288311
251,0.999280891
252,0.999273436
253,0.999265946
254,0.999258423
255,0.999250865
256,0.999243273
257,0.999235648
258,0.999227989
259,0.999220296
260,0.99921257
261,0.999204811
262,0.999197018
263,0.999189193
264,0.999181335
265,0.999173444
266,0.99916552
267,0.999157564
268,0.999149576
269,0.999141555
270,0.999133503
271,0.999125419
272,0.999117303
273,0.999109155
274,0.999100976
275,0.999092766
276,0.999084525
277,0.999076252
278,0.999067949
279,0.999059615
280,0.99905125
281,0.999042856
282,0.99903443
283,0.999025975
284,0.99901749
285,0.999008975
286,0.99900043
287,0.998991855
288,0.998983251
289,0.998974618
290,0.998965956
291,0.998957265
292,0.998948545
293,0.998939796
294,0.998931019
295,0.998922213
296,0.998913379
297,0.998904517
298,0.998895626
299,0.998886708
300,0.998877763
301,0.99886879
302,0.998859789
303,0.998850761
304,0.998841706
305,0.998832624
306,0.998823515
307,0.998814379
308,0.998805217
309,0.998796029
310,0.998786814
311,0.998777573
312,0.998768306
313,0.998759013
314,0.998749695
315,0.99874035
316,0.998730981
317,0.998721586
318,0.998712166
319,0.998702721
320,0.998693251
321,0.998683756
322,0.998674237
323,0.998664693
324,0.998655125
325,0.998645533
326,0.998635917
327,0.998626277
328,0.998616613
329,0.998606925
330,0.998597214
331,0.998587479
332,0.998577722
333,0.998567941
334,0.998558137
335,0.99854831
336,0.998538461
337,0.998528589
338,0.998518695
339,0.998508778
340,0.998498839
341,0.998488879
342,0.998478896
343,0.998468892
344,0.998458865
345,0.998448818
346,0.998438749
347,0.998428659
348,0.998418547
349,0.998408415
350,0.998398262
351,0.998388088
352,0.998377894
353,0.998367679
354,0.998357443
355,0.998347188
356,0.998336912
357,0.998326617
358,0.998316302
359,0.998305966
360,0.998295612
361,0.998285238
362,0.998274844
363,0.998264432
364,0.998254
365,0.998243549
366,0.99823308
367,0.998222592
368,0.998212085
369,0.99820156
370,0.998191016
371,0.998180454
372,0.998169874
373,0.998159276
374,0.998148661
375,0.998138027
376,0.998127376
377,0.998116707
378,0.998106021
379,0.998095318
380,0.998084597
381,0.99807386
382,0.998063106
383,0.998052334
384,0.998041546
385,0.998030742
386,0.998019921
387,0.998009084
388,0.99799823
389,0.997987361
390,0.997976475
391,0.997965574
392,0.997954656
393,0.997943723
394,0.997932775
395,0.997921811
396,0.997910832
397,0.997899837
398,0.997888828
399,0.997877803
400,0.997866763
401,0.997855709
402,0.99784464
403,0.997833557
404,0.997822459
405,0.997811346
406,0.99780022
407,0.997789079
408,0.997777924
409,0.997766755
410,0.997755573
411,0.997744377
412,0.997733167
413,0.997721943
414,0.997710707
415,0.997699456
416,0.997688193
417,0.997676917
418,0.997665627
419,0.997654325
420,0.99764301
421,0.997631682
422,0.997620341
423,0.997608988
424,0.997597623
425,0.997586245
426,0.997574855
427,0.997563453
428,0.997552039
429,0.997540613
430,0.997529175
431,0.997517726
432,0.997506265
433,0.997494792
434,0.997483308
435,0.997471812
436,0.997460305
437,0.997448787
438,0.997437258
439,0.997425718
440,0.997414168
441,0.997402606
442,0.997391033
443,0.99737945
444,0.997367857
445,0.997356253
446,0.997344639
447,0.997333014
448,0.997321379
449,0.997309734
450,0.99729808
451,0.997286415
452,0.99727474
453,0.997263056
454,0.997251362
455,0.997239659
456,0.997227945
457,0.997216223
458,0.997204492
459,0.997192751
460,0.997181001
461,0.997169242
462,0.997157473
463,0.997145697
464,0.997133911
465,0.997122116
466,0.997110313
467,0.997098502
468,0.997086681
469,0.997074853
470,0.997063016
471,0.997051171
472,0.997039317
473,0.997027456
474,0.997015587
475,0.997003709
476,0.996991824
477,0.996979931
478,0.996968031
479,0.996956122
480,0.996944207
481,0.996932283
482,0.996920353
483,0.996908415
484,0.996896469
485,0.996884517
486,0.996872557
487,0.996860591
488,0.996848617
489,0.996836637
490,0.99682465
491,0.996812656
492,0.996800655
493,0.996788648
494,0.996776635
495,0.996764614
496,0.996752588
497,0.996740555
498,0.996728516
499,0.996716471
500,0.99670442
501,0.996692362
502,0.996680299
503,0.99666823
504,0.996656155
505,0.996644074
506,0.996631987
507,0.996619895
508,0.996607798
509,0.996595694
510,0.996583586
511,0.996571472
512,0.996559352
513,0.996547228
514,0.996535099
515,0.996522964
516,0.996510822
517,0.996498679
518,0.99648653
519,0.996474374
520,0.996462213
521,0.996450051
522,0.996437883
523,0.996425709
524,0.99641353
525,0.996401347
526,0.996389161
527,0.996376971
528,0.996364775
529,0.996352574
530,0.99634037
531,0.996328162
532,0.99631595
533,0.996303734
534,0.996291513
535,0.996279289
536,0.996267061
537,0.996254829
538,0.996242594
539,0.996230355
540,0.996218112
541,0.996205865
542,0.996193616
543,0.996181362
544,0.996169106
545,0.996156845
546,0.996144582
547,0.996132315
548,0.996120046
549,0.996107773
550,0.996095497
551,0.996083217
552,0.996070935
553,0.99605865
554,0.996046363
555,0.996034072
556,0.996021779
557,0.996009482
558,0.995997184
559,0.995984882
560,0.995972578
561,0.995960272
562,0.995947963
563,0.995935651
564,0.995923338
565,0.995911022
566,0.995898703
567,0.995886383
568,0.99587406
569,0.995861735
570,0.995849408
571,0.995837079
572,0.995824748
573,0.995812415
574,0.99580008
575,0.995787744
576,0.995775405
577,0.995763065
578,0.995750724
579,0.99573838
580,0.995726034
581,0.995713687
582,0.995701341
583,0.995688991
584,0.995676637
585,0.995664282
586,0.995651932
587,0.99563958
588,0.995627221
589,0.995614859
590,0.995602498
591,0.995590143
592,0.995577787
593,0.995565424
594,0.995553054
595,0.995540685
596,0.995528321
597,0.995515962
598,0.9955036
599,0.99549123
600,0.995478854
601,0.995466481
602,0.995454113
603,0.995441748
604,0.99542938
605,0.995417007
606,0.995404631
607,0.995392256
608,0.995379882
609,0.99536751
610,0.995355137
611,0.995342763
612,0.995330388
613,0.995318013
614,0.995305637
615,0.995293261
616,0.995280885
617,0.99526851
618,0.995256134
619,0.995243758
620,0.995231382
621,0.995219006
622,0.99520663
623,0.995194254
624,0.995181878
625,0.995169503
626,0.995157127
627,0.995144752
628,0.995132377
629,0.995120003
630,0.995107628
631,0.995095255
632,0.99508288
633,0.995070507
634,0.995058136
635,0.995045762
636,0.995033391
637,0.99502102
638,0.995008649
639,0.99499628
640,0.994983911
641,0.994971542
642,0.994959174
643,0.994946807
644,0.99493444
645,0.994922075
646,0.99490971
647,0.994897346
648,0.994884983
649,0.994872622
650,0.99486026
651,0.994847901
652,0.994835541
653,0.994823184
654,0.994810827
655,0.994798471
656,0.994786116
657,0.994773763
658,0.99476141
659,0.994749059
660,0.994736709
661,0.994724361
662,0.994712013
663,0.994699668
664,0.994687323
665,0.99467498
666,0.994662638
667,0.994650298
668,0.994637959
669,0.994625621
670,0.994613285
671,0.994600951
672,0.994588619
673,0.994576289
674,0.994563958
675,0.994551628
676,0.9945393
677,0.994526979
678,0.994514663
679,0.994502342
680,0.994490015
681,0.994477688
682,0.994465368
683,0.99445307
684,0.994440777
685,0.994428471
686,0.994416147
687,0.994403814
688,0.99439149
689,0.994379204
690,0.994366941
691,0.994354669
692,0.994342372
693,0.994330051
694,0.994317721
695,0.994305412
696,0.994293135
697,0.994280879
698,0.994268624
699,0.994256355
700,0.99424407
701,0.994231775
702,0.994219482
703,0.994207199
704,0.994194928
705,0.994182667
706,0.994170412
707,0.994158159
708,0.994145906
709,0.994133651
710,0.994121394
711,0.994109137
712,0.994096879
713,0.994084626
714,0.994072377
715,0.994060135
716,0.994047898
717,0.994035666
718,0.994023434
719,0.994011205
720,0.993998975
721,0.993986747
722,0.99397452
723,0.993962298
724,0.993950078
725,0.993937863
726,0.993925649
727,0.99391344
728,0.993901233
729,0.993889028
730,0.993876827
731,0.993864627
732,0.993852431
733,0.993840238
734,0.993828047
735,0.99381586
736,0.993803676
737,0.993791493
738,0.993779316
739,0.993767142
740,0.993754965
741,0.993742798
742,0.993730635
743,0.993718465
744,0.993706306
745,0.993694156
746,0.993681997
747,0.993669841
748,0.9936577
749,0.993645557
750,0.99363341
751,0.993621271
752,0.993609141
753,0.99359701
754,0.993584878
755,0.993572751
756,0.993560631
757,0.993548516
758,0.993536398
759,0.993524283
760,0.993512174
761,0.993500073
762,0.993487969
763,0.99347587
764,0.993463773
765,0.993451684
766,0.993439595
767,0.993427509
768,0.993415428
769,0.993403349
770,0.993391276
771,0.993379204
772,0.993367135
773,0.993355073
774,0.993343011
775,0.993330954
776,0.993318901
777,0.99330685
778,0.993294805
779,0.993282761
780,0.993270723
781,0.993258687
782,0.993246655
783,0.993234627
784,0.993222602
785,0.993210581
786,0.993198564
787,0.993186551
788,0.993174541
789,0.993162535
790,0.993150532
791,0.993138534
792,0.993126539
793,0.993114548
794,0.99310256
795,0.993090577
796,0.993078598
797,0.993066622
798,0.993054649
799,0.993042679
800,0.993030714
801,0.993018755
802,0.993006801
803,0.992994852
804,0.992982905
805,0.992970954
806,0.992959003
807,0.99294706
808,0.992935129
809,0.992923209
810,0.992911304
811,0.992899402
812,0.992887476
813,0.992875537
814,0.992863597
815,0.992851668
816,0.992839763
817,0.992827882
818,0.992816047
819,0.992804218
820,0.992792351
821,0.992780447
822,0.992768519
823,0.992756594
824,0.992744672
825,0.992732755
826,0.992720891
827,0.9927091
828,0.992697339
829,0.992685564
830,0.992673766
831,0.992661949
832,0.992650103
833,0.992638211
834,0.992626281
835,0.992614348
836,0.992602453
837,0.992590617
838,0.992578839
839,0.992567112
840,0.992555418
841,0.99254373
842,0.992532018
843,0.992520261
844,0.992508453
845,0.992496602
846,0.992484728
847,0.992472858
848,0.992461015
849,0.992449217
850,0.992437464
851,0.992425748
852,0.992414056
853,0.992402372
854,0.992390681
855,0.992378976
856,0.992367253
857,0.992355516
858,0.99234377
859,0.992332025
860,0.992320283
861,0.992308555
862,0.992296836
863,0.992285132
864,0.992273433
865,0.992261747
866,0.992250061
867,0.992238379
868,0.992226705
869,0.992215024
870,0.992203358
871,0.99219169
872,0.992180023
873,0.992168372
874,0.992156718
875,0.992145066
876,0.992133429
877,0.992121789
878,0.992110149
879,0.992098522
880,0.992086898
881,0.992075269
882,0.992063649
883,0.992052042
884,0.992040428
885,0.99202882
886,0.992017225
887,0.992005632
888,0.991994036
889,0.991982451
890,0.991970874
891,0.991959297
892,0.991947723
893,0.991936156
894,0.991924594
895,0.991913039
896,0.991901484
897,0.991889929
898,0.991878383
899,0.991866854
900,0.991855322
901,0.991843779
902,0.991832241
903,0.991820733
904,0.991809239
905,0.991797718
906,0.991786184
907,0.991774668
908,0.991763205
909,0.991751736
910,0.991740232
911,0.99172871
912,0.991717219
913,0.991705777
914,0.991694338
915,0.991682867
916,0.991671378
917,0.9916599
918,0.991648453
919,0.991637031
920,0.991625605
921,0.991614171
922,0.991602723
923,0.991591275
924,0.991579843
925,0.991568435
926,0.991557042
927,0.99154565
928,0.99153424
929,0.99152282
930,0.99151141
931,0.991500018
932,0.991488647
933,0.991477287
934,0.991465915
935,0.991454531
936,0.991443158
937,0.991431793
938,0.99142043
939,0.991409091
940,0.991397758
941,0.991386403
942,0.99137506
943,0.991363742
944,0.991352408
945,0.991341068
946,0.991329766
947,0.991318464
948,0.991307138
949,0.99129583
950,0.991284545
951,0.991273255
952,0.991261951
953,0.991250669
954,0.991239395
955,0.991228121
956,0.99121685
957,0.991205578
958,0.991194322
959,0.991183072
960,0.991171817
961,0.991160572
962,0.991149328
963,0.99113809
964,0.991126871
965,0.991115634
966,0.991104413
967,0.9910932
968,0.991081987
969,0.99107078
970,0.991059581
971,0.991048378
972,0.991037189
973,0.991026002
974,0.991014817
975,0.991003641
976,0.990992468
977,0.990981301
978,0.990970136
979,0.990958979
980,0.990947825
981,0.990936676
982,0.990925533
983,0.990914394
984,0.990903261
985,0.990892132
986,0.990881008
987,0.990869889
988,0.990858775
989,0.990847665
990,0.99083656
991,0.99082546
992,0.990814365
993,0.990803275
994,0.990792191
995,0.990781113
996,0.99077004
997,0.990758973
998,0.990747911
999,0.990736851
1000,0.990725791
1001,0.990714729
1002,0.990703673
1003,0.990692626
1004,0.990681584
1005,0.990670553
1006,0.990659536
1007,0.990648538
1008,0.990637558
1009,0.990626608
1010,0.990615624
1011,0.990604601
1012,0.990593575
1013,0.990582525
1014,0.990571454
1015,0.990560385
1016,0.990549332
1017,0.990538306
1018,0.990527319
1019,0.990516416
1020,0.990505682
1021,0.990494997
1022,0.990484287
1023,0.990473498
1024,0.990462587
1025,0.990451569
1026,0.990440468
1027,0.990429303
1028,0.990418088
1029,0.990406837
1030,0.990395569
1031,0.990384343
1032,0.990373301
1033,0.990362588
1034,0.990352167
1035,0.990341861
1036,0.990331531
1037,0.990321109
1038,0.990310563
1039,0.990299879
1040,0.990289053
1041,0.99027808
1042,0.990266957
1043,0.990255693
1044,0.990244323
1045,0.990232923
1046,0.990221591
1047,0.990210411
1048,0.990199425
1049,0.990188633
1050,0.990178004
1051,0.990167495
1052,0.990157059
1053,0.990146646
1054,0.990136225
1055,0.990125751
1056,0.990115214
1057,0.990104591
1058,0.990093888
1059,0.990083116
1060,0.99007229
1061,0.990061431
1062,0.990050552
1063,0.990039666
1064,0.990028783
1065,0.990017907
1066,0.990007057
1067,0.98999622
1068,0.989985418
1069,0.989974632
1070,0.989963871
1071,0.989953131
1072,0.989942401
1073,0.989931693
1074,0.989920996
1075,0.98991032
1076,0.989899662
1077,0.98988902
1078,0.989878403
1079,0.989867801
1080,0.989857202
1081,0.989846627
1082,0.98983605
1083,0.989825457
1084,0.989814886
1085,0.989804303
1086,0.989793686
1087,0.989783085
1088,0.989772485
1089,0.989761843
1090,0.989751203
1091,0.98974059
1092,0.989729955
1093,0.989719294
1094,0.989708677
1095,0.989698077
1096,0.989687447
1097,0.989676831
1098,0.989666256
1099,0.98965569
1100,0.989645108
1101,0.989634539
1102,0.989623995
1103,0.989613473
1104,0.989602943
1105,0.989592396
1106,0.989581856
1107,0.989571365
1108,0.989560882
1109,0.989550354
1110,0.989539802
1111,0.989529297
1112,0.989518857
1113,0.989508378
1114,0.989497842
1115,0.989487296
1116,0.989476838
1117,0.989466423
1118,0.989455957
1119,0.989445438
1120,0.989434921
1121,0.989424484
1122,0.989414082
1123,0.989403647
1124,0.98939318
1125,0.989382699
1126,0.989372262
1127,0.989361862
1128,0.989351448
1129,0.989341044
1130,0.989330621
1131,0.989320186
1132,0.989309785
1133,0.989299383
1134,0.989288993
1135,0.989278636
1136,0.989268245
1137,0.989257851
1138,0.989247465
1139,0.989237088
1140,0.989226725
1141,0.989216386
1142,0.989206037
1143,0.989195683
1144,0.989185327
1145,0.989174981
1146,0.989164636
1147,0.9891543
1148,0.989143983
1149,0.989133675
1150,0.989123383
1151,0.989113072
1152,0.989102742
1153,0.989092405
1154,0.989082082
1155,0.989071786
1156,0.989061552
1157,0.989051361
1158,0.989041094
1159,0.989030774
1160,0.989020431
1161,0.989010088
1162,0.988999776
1163,0.988989588
1164,0.988979504
1165,0.988969365
1166,0.988959128
1167,0.988948815
1168,0.988938454
1169,0.988928094
1170,0.988917816
1171,0.988907659
1172,0.988897615
1173,0.98888757
1174,0.988877442
1175,0.988867215
1176,0.988856919
1177,0.988846623
1178,0.988836335
1179,0.988826085
1180,0.988815919
1181,0.988805852
1182,0.988795802
1183,0.988785738
1184,0.988775631
1185,0.988765506
1186,0.98875536
1187,0.988745142
1188,0.988734906
1189,0.988724671
1190,0.988714476
1191,0.988704354
1192,0.988694295
1193,0.988684275
1194,0.988674291
1195,0.988664304
1196,0.988654249
1197,0.988644147
1198,0.988633994
1199,0.988623797
1200,0.988613601
